#########################################################;;;;;;;;;;;;;;x;
##### NAVAL MODELS #################################;;;;;;;;;;;;;;x;
#########################################################;;;;;;;;;;;;;;x;
#########################################;;;;;;;;;;;;;;x;
#### UNITED KINGDOM NAVAL SHIPS #;;;;;;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x;
## Submarine #;;;;;;;;;;;;;;x
USA_heavy_cruiser_0;Pensacola/Northampton-Class;;;;;;;;;;;;;x
USA_heavy_cruiser_1;New Orleans-Class;;;;;;;;;;;;;x
USA_heavy_cruiser_2;Wichita-Class;;;;;;;;;;;;;x
USA_heavy_cruiser_3;Baltimore-Class;;;;;;;;;;;;;x
USA_heavy_cruiser_4;Oregon City-Class;;;;;;;;;;;;;x
USA_heavy_cruiser_5;Des Moines-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_light_cruiser_0;Omaha-Class;;;;;;;;;;;;;x
USA_light_cruiser_1;Brooklyn-Class;;;;;;;;;;;;;x
USA_light_cruiser_2;St. Louis-Class;;;;;;;;;;;;;x
USA_light_cruiser_3;Cleveland-Class;;;;;;;;;;;;;x
USA_light_cruiser_4;Vicksburg-Class;;;;;;;;;;;;;x
USA_light_cruiser_5;Fargo-Class;;;;;;;;;;;;;x
USA_light_cruiser_6;Worcester-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_anti_air_cruiser_0;Atlanta-Class;;;;;;;;;;;;;x
USA_anti_air_cruiser_1;Oakland-Class;;;;;;;;;;;;;x
USA_anti_air_cruiser_2;Juneau-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_destroyer_actual_0;Clemson/Porter/Mahan-Class;;;;;;;;;;;;;x
USA_destroyer_actual_1;Benham-Class;;;;;;;;;;;;;x
USA_destroyer_actual_2;Sims/Gleaves-Class;;;;;;;;;;;;;x
USA_destroyer_actual_3;Fletcher-Class;;;;;;;;;;;;;x
USA_destroyer_actual_4;Sumner-Class;;;;;;;;;;;;;x
USA_destroyer_actual_5;Gearing-Class;;;;;;;;;;;;;x
USA_destroyer_actual_6;Mitscher-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_frigate_0;Tacoma-Class;;;;;;;;;;;;;x
USA_frigate_1;Evarts-Class;;;;;;;;;;;;;x
USA_frigate_2;Buckley-Class;;;;;;;;;;;;;x
USA_frigate_3;Rudderow-Class;;;;;;;;;;;;;x
USA_frigate_4;J.C.Butler-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
USA_carrier_0;Lexington-Class;;;;;;;;;;;;;;x
USA_carrier_1;Ranger/Wasp-Class;;;;;;;;;;;;;;x
USA_carrier_2;Yorktown-Class;;;;;;;;;;;;;;x
USA_carrier_3;Essex-Class;;;;;;;;;;;;;;x
USA_carrier_4;Ticonderoga-Class;;;;;;;;;;;;;;x
USA_carrier_5;;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
## BATTLECARRIER #;;;;;;;;;;;;;;x
USA_battle_carrier_0;Midway-Class;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
### ESCORT CARRIER ###;;;;;;;;;;;;;;x
USA_escort_carrier_0;Long Island-Class;;;;;;;;;;;;;x
USA_escort_carrier_1;Casablanca-Class;;;;;;;;;;;;;x
USA_escort_carrier_2;Commencement Bay-Class;;;;;;;;;;;;;x
### LIGHT CARRIER ###;;;;;;;;;;;;;;x
USA_light_carrier_0;Langley-Class;;;;;;;;;;;;;x
USA_light_carrier_1;Independence-Class;;;;;;;;;;;;;x
USA_light_carrier_2;Saipan-Class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
### SUBMARINE ###;;;;;;;;;;;;;;x
USA_coastal_submarine_0;S-Class;;;;;;;;;;;;;x
### SUBMARINE ###;;;;;;;;;;;;;;x
USA_submarine_0;Porpoise-Class;;;;;;;;;;;;;x
USA_submarine_1;Salmon/Sargo-Class;;;;;;;;;;;;;x
USA_submarine_2;Tambor-Class;;;;;;;;;;;;;x
USA_submarine_3;Gato-Class;;;;;;;;;;;;;x
USA_submarine_4;Balao-Class;;;;;;;;;;;;;x
USA_submarine_5;Tench-Class;;;;;;;;;;;;;x
USA_submarine_6;Barracuda-Class;;;;;;;;;;;;;x
USA_submarine_7;Tang-Class;;;;;;;;;;;;;x
USA_submarine_8;;;;;;;;;;;;;;x
USA_submarine_9;;;;;;;;;;;;;;x
USA_submarine_10;;;;;;;;;;;;;;x
USA_submarine_11;;;;;;;;;;;;;;x
### LONG RANGE SUBMARINE ###;;;;;;;;;;;;;;x
USA_long_range_submarine_0;;;;;;;;;;;;;;x
USA_long_range_submarine_1;;;;;;;;;;;;;;x
USA_long_range_submarine_2;;;;;;;;;;;;;;x
USA_long_range_submarine_3;;;;;;;;;;;;;;x
USA_long_range_submarine_4;;;;;;;;;;;;;;x
### NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
USA_nuclear_submarine_0;Nautilus-Class;;;;;;;;;;x
### FAST ATTACK NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
USA_nuclear_fast_attack_submarine_0;Skate-Class;;;;;;;;;;x
USA_nuclear_fast_attack_submarine_1;Skipjack-Class;;;;;;;;;;x
USA_nuclear_fast_attack_submarine_2;Sturgeon-Class;;;;;;;;;;x
### BALLISTIC MISSILE NUCLEAR SUBMARINE ###;;;;;;;;;;;;;;x
USA_nuclear_ballistic_missile_submarine_0;George Washington-Class;;;;;;;;;;x
USA_nuclear_ballistic_missile_submarine_1;Ethan-Allen-Class;;;;;;;;;;x
USA_nuclear_ballistic_missile_submarine_2;James-Madison-Class;;;;;;;;;;x
### GUIDED MISSILE DESTROYER ###;;;;;;;;;;;;;;x
USA_guided_missile_destroyer_0;Forest-Sherman-Class;;;;;;;;;;;;;;x
USA_guided_missile_destroyer_1;Farragut-Class;;;;;;;;;;;;;;x
USA_guided_missile_destroyer_2;Charles F. Adams-Class;;;;;;;;;;;;;;x
USA_guided_missile_destroyer_3;;;;;;;;;;;;;;;x
USA_guided_missile_destroyer_4;Spruance-Class;;;;;;;;;;;;;;x
### NUCLEAR GUIDED MISSILE CRUISER ###;;;;;;;;;;;;;;x
USA_nuclear_guided_missile_cruiser_0;Bainbridge-Class;;;;;;;;;;x
## Landing Ship Tank #;;;;;;;;;;;;;;x
USA_landing_ship_tank_0;LST;;;;;;;;;;;;;;x
## Landing Ship Dock #;;;;;;;;;;;;;;x
USA_landing_ship_dock_0;Ashland-Class;;;;;;;;;;;;;;x
## AMPHIBIOUS TRANSPORT DOCK SHIP #;;;;;;;;;;;;;;x
USA_transport_dock_ship_0;Raleigh-Class;;;;;;;;;;;;;;x
## LANDING PLATFORM HELICOPTER SHIP #;;;;;;;;;;;;;;x
USA_landing_platform_helicopter_0;Iwo Jima-Class;;;;;;;;;;;;;;x
## SUPERCARRIER #;;;;;;;;;;;;;;x
USA_super_carrier_0;Forrestal-Class;;;;;;;;;;;;;;x
## NUCLEAR POWERED AIRCRAFT CARRIER CLASS #;;;;;;;;;;;;;;x
USA_nuclear_super_aircraft_carrier_0;Enterprise-Class;;;;;;;;;;;;;;x
#EOF;;;;;;;;;;;;;;x;
